34815043,7141698,1,50,2,138
34822465,7130021,1,50,2,159
34825115,7938525,1,40,1,360
34825550,7114052,11,50,1,98
34828328,7107722,1,50,1,135
34828966,6985099,1,50,1,351
34830132,6981033,18,0,2,164
34831800,7081363,1,40,1,23
34831844,7880620,17,40,1,62
34832182,7880497,17,40,1,191
34832290,7103096,1,50,1,147
34832730,7081139,1,50,1,203
34833752,7105886,1,40,1,146
34834277,7115254,1,50,1,64
34835275,7088926,1,50,1,191
34835605,7097306,11,40,1,90
34835691,7019588,1,50,1,206
34835880,7105010,1,40,1,315
34836335,7021641,1,50,1,27
34837825,7222482,17,40,1,21
34837887,7222478,17,40,1,202
34838837,7125645,1,40,1,270
34838902,7125778,1,40,1,90
34839487,7192438,1,50,1,10
34839542,7192443,1,50,1,189
34839663,7172338,3,0,1,24
34842227,7168335,1,40,1,1
34842280,7168216,1,40,1,181
34842861,7129286,1,40,2,90
34843022,7119423,11,40,1,245
34843422,7108884,1,80,1,166
34844175,7118487,1,50,1,58
34844639,7912230,1,60,2,9
34845309,7040439,1,50,1,210
34845613,7124831,1,50,1,278
34846180,7042338,18,0,1,204
34846809,7147080,3,0,1,288
34846928,7044715,1,50,1,26
34847132,7147038,3,0,1,108
34848257,7090898,1,50,1,356
34848668,7087716,1,50,1,185
34849369,7074648,1,50,1,359
34849389,7074966,18,0,1,2
34849592,7074755,18,0,1,172
34849761,7072422,1,50,1,182
34849859,7126460,1,50,1,61
34850038,7065754,1,50,1,356
34850447,7063324,1,50,1,182
34852038,7140662,1,80,1,347
34852176,7127215,1,50,1,255
34853046,7150995,1,80,1,221
34853325,7151436,1,80,1,41
34854385,7136297,1,80,1,165
34854997,7192948,1,50,1,228
34855231,7192987,1,50,1,96
34855322,7187982,1,50,1,343
34855341,7119746,11,50,1,90
34855427,7187853,1,50,1,142
34855464,7988563,1,40,1,350
34855606,7105234,1,40,1,347
34855655,7105183,1,40,1,167
34856529,7097017,1,50,1,360
34857365,8004828,1,60,1,193
34861443,7101233,1,40,1,45
34861905,8022779,1,50,1,197
34863020,7131495,11,50,1,114
34863238,8024952,1,50,1,34
34866679,7969361,1,60,1,360
34867440,7968192,1,60,1,135
34868513,7162926,3,0,1,321
34871297,8039692,3,0,1,34
34871305,8039530,3,0,1,215
34871705,8063943,1,40,1,27
34872334,7948855,1,60,1,250
34872430,7949037,1,60,1,64
