34908643,8041146,3,0,1
34908866,7855219,1,50,1
34909004,8081824,3,0,1
34909819,8086986,1,50,1
34910847,8056209,3,0,1
34915914,8130713,1,60,1
34916098,8130988,1,60,1
34916373,7821641,1,50,1
34917076,7819376,1,50,1
34917817,7966135,1,50,1
34919310,8080844,3,0,1
34919385,8080900,3,0,1
34921487,7140916,17,30,1
34921613,7140916,17,30,1
34923517,8020616,3,0,1
34923614,8020687,3,0,1
34927035,8047220,3,0,1
34927792,8067418,1,40,1
34927824,8067325,1,40,1
34928086,8100486,11,60,1
34928207,8100379,11,60,1
34928372,8098371,1,60,1
34928490,8098329,1,60,1
34929078,8039641,1,40,1
34929131,8039768,1,40,1
34929845,8088763,3,0,1
34933557,7987883,1,50,1
34933595,7987231,1,50,1
34935296,7762107,17,60,1
34935583,8076372,1,50,1
34935681,8063946,1,60,1
34935790,7762165,17,60,1
34936156,8109793,3,0,1
34936197,8109868,3,0,1
34936234,8064339,1,60,1
34937065,8074417,1,50,1
34938212,7994590,1,50,1
34938379,7994499,1,50,1
34938578,8012955,1,50,1
34938678,8012744,1,50,1
34940196,8238854,12,0,1
34942139,7126649,18,0,1
34942853,8030156,1,50,1
34942982,8030177,1,50,1
34943139,8030182,1,50,1
34943236,8030180,1,50,1
34946888,8090019,1,50,1
34947103,8092619,1,50,1
34947397,7334277,17,60,2
34949406,7352876,1,80,1
34949897,7355709,1,80,1
34956589,8071764,1,60,1
34956610,8090714,11,60,1
34956683,8090791,11,60,1
34957238,8072062,1,60,1
34957729,8039715,1,40,1
34957863,8039672,1,40,1
34965631,8094590,1,40,1
34965692,8094570,1,40,1
34966886,8074871,1,60,1
34969131,8075676,1,60,1
34972390,8012295,1,40,2
34974763,7140047,1,100,1
34977286,7439764,1,100,1
34979889,7142046,1,100,1
34981051,7485178,1,100,1
34981657,8078241,1,60,1
34981850,8078379,1,60,1
34982513,6977571,18,0,2
34983881,6978640,18,0,2
34984549,7498061,1,80,1
34984753,7497912,1,80,1
34984898,7498394,18,0,1
34985111,7501104,18,0,1
34994544,8448695,17,90,1
34994651,8448849,17,90,1
34994689,8448860,17,90,1
35005636,8019402,1,40,2
35010694,8320626,17,60,1
35011022,8320817,17,60,1
35011829,8111385,1,30,1
35012457,7959061,1,40,2
35018536,8309309,1,60,1
35018675,8309272,1,60,1
35019620,8009681,1,40,2
35025165,8297058,1,40,1
35025616,8297016,1,40,1
35030090,8280135,1,40,2
35052977,7988360,1,40,1
35053036,7988350,1,40,1
35060881,8401352,1,40,0
35073192,7979183,1,40,1
35073232,7979207,1,40,1
35105953,8110152,1,60,1
35110640,8599380,1,40,0
35128556,8114071,17,60,1
35128583,8114204,17,60,1
35138569,6821188,17,40,2
35150328,8893605,1,40,1
35151551,8903367,1,40,0
35153348,6369521,1,80,1
35156568,8919931,17,40,1
35156603,8920066,17,40,1
35166085,5945370,17,40,1
35171718,5909876,1,80,1
35171967,5909513,1,80,1
35178102,5895002,1,50,1
35178738,5893956,1,50,1
35181376,5870111,3,0,1
35181599,5858100,1,70,1
35181610,5869980,3,0,1
35181660,5858137,1,70,1
35181938,5811584,17,40,2
35182432,5845866,1,70,1
35182496,5835277,1,70,1
35182525,5845871,1,70,1
35182569,5835280,1,70,1
35183043,5817293,1,70,1
35185425,5865721,1,50,1
35188308,5863828,1,50,1
35188505,5863936,1,50,1
35193790,5859594,1,70,1
35193884,5859703,1,70,1
35197744,8110142,1,60,1
35197780,8110045,1,60,1
35198366,5760376,1,50,1
35198790,5792199,3,0,1
35201649,5877885,1,50,1
35201713,5803682,1,50,1
35201730,5878129,1,50,1
35202373,5814011,3,0,1
35203039,6282645,1,80,1
35203551,5794115,3,0,1
35203567,5793731,3,0,1
35203875,5894479,1,50,0
35204983,5863009,3,0,1
35205796,5856805,1,50,1
35206084,5800531,1,50,1
35206645,5802352,1,50,1
35207082,5809043,3,0,0
35208998,6270108,1,60,1
35209569,5791935,11,50,1
35211528,5810403,11,50,1
35212684,5824962,3,0,1
35212861,5824775,3,0,1
35213164,5858761,1,80,1
35213277,5858499,1,80,1
35213582,5793832,3,0,1
35214509,5823731,3,0,1
35214738,5824629,3,0,1
35216592,5865392,5,80,1
35217605,5808210,1,50,1
35217992,5833390,1,50,1
35218664,5807962,1,50,1
35222261,5875828,3,0,1
35222303,5875989,11,80,1
35222345,5875698,11,80,1
35222591,5795910,1,50,1
35222895,5831457,1,50,1
35223930,5834131,1,50,1
35226070,7191835,17,40,2
35226105,5850368,1,50,1
35226231,5850310,1,50,1
35226797,7191936,18,0,1
35228611,7173682,18,0,2
35231591,7096639,18,0,2
35232580,5886867,11,80,1
35232744,5887115,11,80,1
35232955,7095356,18,0,1
35233472,7102179,18,0,2
35234300,7104106,18,0,2
35234579,7106505,18,0,2
35235742,6072026,1,60,1
35236348,7144289,18,0,2
35236634,7142970,18,0,2
35239493,7085853,18,0,2
35240142,6063820,1,60,1
35240375,6063750,1,60,1
35240721,5755534,3,0,1
35241723,9054117,1,40,1
35242706,5888948,5,80,1
35243354,5757163,1,50,1
35243403,5757277,1,50,1
35243590,5889235,5,80,1
35243627,7083958,18,0,2
35245395,7083159,18,0,2
35246131,5746915,1,50,1
35246712,5746226,1,50,1
35249432,5890513,1,60,1
35249473,5890405,1,80,1
35250527,5776878,11,60,1
35250666,5776938,11,60,1
35252192,6018732,17,40,1
35252525,6018759,17,40,1
35253185,5763114,1,50,1
35253248,5763056,1,50,1
35254885,7845939,11,80,1
35256931,5774488,1,50,1
35256967,5774571,1,50,1
35257552,7844336,1,40,0
35260890,5998029,1,60,1
35263602,5918016,11,60,1
35264525,5941186,1,60,1
35264684,5920865,11,60,1
35264740,5920582,11,60,1
35264861,5936932,1,60,1
35267662,5770490,11,60,1
35269557,5588067,5,80,0
35275050,5767703,1,50,1
35275094,5767780,1,50,1
35276070,5776764,1,50,0
35277357,5779966,1,50,0
35280946,5765427,1,50,1
35280994,5765515,1,50,1
35281241,8127550,1,40,1
35288891,5753099,5,80,0
35303546,8122569,3,0,1
35308943,7057514,18,0,1
35308957,7057536,18,0,1
35315693,7054914,18,0,1
35315717,7054940,18,0,1
35318686,7053251,18,0,2
35321899,7050559,18,0,2
35334715,7173360,18,0,1
35338542,7171500,18,0,1
35342018,7169813,18,0,1
35343727,7169049,18,0,1
35346986,7162827,18,0,1
35348213,7168397,18,0,2
35349853,7168176,18,0,2
35350410,5864947,18,0,1
35350410,5864984,18,0,1
35351100,7168021,18,0,2
35352297,5865192,18,0,1
35352300,5865235,18,0,1
35353277,5865364,1,40,1
35353366,5865340,1,40,1
35354303,7165508,18,0,1
35355738,5859912,1,100,0
35358224,5866029,18,0,1
35358229,5866008,18,0,1
35361202,5866401,18,0,1
35361202,5866433,18,0,1
35370309,5867710,17,50,2
35375708,5709138,17,40,1
35375874,5709234,17,40,1
35391615,7172650,18,0,1
35391636,7172559,18,0,1
35393337,7172991,18,0,1
35393369,8146010,1,60,1
35393415,8145877,1,60,1
35393427,7172858,18,0,1
35402174,7174524,18,0,1
35413530,6958376,18,0,2
35444554,8164552,1,60,1
35450799,5877958,1,80,2
35456233,6905977,18,0,2
35456779,6905120,18,0,2
35457231,6904420,18,0,2
35457744,6903611,18,0,2
35466549,8172788,1,60,1
35469105,6887188,18,0,1
35476245,6879056,18,0,2
35489091,6868120,18,0,2
35491398,6866240,18,0,2
35493291,6864641,18,0,2
35495046,6862909,18,0,2
35496195,6859080,18,0,2
35498384,8186269,17,60,2
35569550,8209598,1,60,2
35594153,9514476,17,40,1
35594194,9514476,17,40,1
35604271,9527358,1,40,1
35604630,9527980,1,40,1
35656323,9575661,1,40,1
35656379,9576084,1,40,1
35662952,7247451,18,0,1
35664011,7247699,18,0,1
35675596,9595630,17,40,1
35675639,9595587,17,40,1
35676508,9596925,1,40,1
35676538,9596906,1,40,1
35689645,9615020,1,40,1
35689892,9614893,1,40,1
35690319,5842125,18,0,1
35690324,5842138,18,0,1
35692969,5841466,18,0,1
35692977,5841487,18,0,1
35694685,5841083,18,0,1
35694691,5841057,18,0,1
35699193,9618183,1,40,1
35702613,9616704,1,40,1
35702994,9616958,1,40,1
35709608,9635261,1,40,1
35709812,9635311,1,40,1
35749203,8241242,1,60,2
35758762,9679669,1,40,1
35758832,9679878,1,40,1
35762086,9558390,5,60,1
35777396,9565913,17,40,0
35782747,9565471,1,40,2
35784708,9565175,1,40,2
35803523,9569865,1,50,2
35806911,9510539,1,50,1
35806964,9510557,1,50,1
35817575,6332446,1,60,1
35821630,9712258,1,40,1
35821755,9474805,1,50,2
35821804,9571779,1,50,1
35822389,5810865,18,0,1
35822413,5810892,18,0,1
35822488,9712803,1,40,1
35823402,5810087,18,0,1
35823423,5810111,18,0,1
35830634,7253952,17,40,1
35830738,7254254,17,40,1
35833012,6991512,17,40,2
35833888,9736130,1,40,1
35834057,9736617,1,40,1
35844456,7248783,18,0,1
35851167,7245326,18,0,1
35862552,7239697,18,0,1
35864496,7238716,18,0,1
35871308,9587180,1,60,2
35871380,7246791,18,0,1
35871423,7246785,18,0,1
35871462,7248065,18,0,1
35871473,7248061,18,0,1
35873574,9583082,1,60,1
35889591,7286422,18,0,1
35889630,7286423,18,0,1
35889812,7287788,18,0,1
35889846,7287782,18,0,1
35890601,7292219,18,0,1
35890633,7292213,18,0,1
35892523,7303060,18,0,1
35892561,7303052,18,0,1
35895686,7415738,18,0,1
35895721,7415741,18,0,1
35896821,9832832,1,40,1
35896980,9832991,1,40,1
35898285,7335745,18,0,1
35898322,7335743,18,0,1
35898398,7374272,17,60,1
35898452,7374298,17,60,1
35900110,7368356,18,0,1
35900152,7346357,18,0,1
35900189,7346355,18,0,1
35901588,7365068,18,0,1
35901629,7365077,18,0,1
35926298,5748643,18,0,1
35926303,5748613,18,0,1
35927906,5748661,18,0,1
35927907,5748632,18,0,1
35951635,7493384,18,0,2
35969618,8178930,18,0,2
35971807,8175956,18,0,2
35971856,8210683,17,60,2
35975195,8251892,18,0,1
35984880,9541718,17,40,2
36001755,5757145,18,0,1
36001755,5757172,18,0,1
36003193,5757180,18,0,1
36003198,5757212,18,0,1
36019700,9507550,1,60,2
36025757,9171791,18,0,1
36025783,9171764,18,0,1
36025900,9171919,17,30,1
36025933,9171893,17,30,1
36026024,9172028,18,0,1
36026060,9171999,18,0,1
36050128,9503198,1,60,2
36050252,9503189,1,60,1
36051890,8036837,18,0,2
36052362,8019116,18,0,2
36052576,8033225,18,0,2
36052920,8025321,18,0,2
36054204,8014683,18,0,1
36062640,7703488,18,0,2
36065728,8007468,18,0,2
36079591,7738324,18,0,1
36079647,7738295,18,0,1
36091246,7155580,17,50,2
36115558,9807209,17,60,2
36117176,7967339,18,0,1
36122317,8330021,17,50,2
36128267,7954476,18,0,2
36180886,6211583,17,40,2
36231517,5706008,17,40,1
36231526,5706060,17,40,1
36239675,5705587,18,0,1
36239675,5705637,18,0,1
36241436,5705492,18,0,1
36241438,5705553,18,0,1
36250126,5704852,18,0,1
36250148,5704892,18,0,1
36253090,5703271,18,0,1
36253122,5703292,18,0,1
36305124,9577700,1,40,1
36305141,9577767,1,40,1
36463014,8869563,17,40,1
36463049,8869505,17,40,1
36501898,9577682,18,0,2
36502222,9576999,18,0,2
36528725,5694378,18,0,1
36528731,5694426,18,0,1
36552888,9507023,18,0,2
36553410,9506388,18,0,2
36574838,9480292,1,50,1
36574840,9480339,1,50,1
36614837,9431408,1,60,1
36614846,9431458,1,60,1
36623312,9421176,1,50,1
36624114,9421215,1,50,1
36639509,9758262,1,40,1
36639772,9760192,1,40,1
36644111,9431684,1,60,1
36644161,9431660,1,60,1
36651670,9734270,1,40,2
36654537,9428341,17,40,1
36654569,9428364,17,40,1
36656726,6542745,17,40,1
36656744,6542689,17,40,1
36669230,9727573,1,40,2
36670580,9727143,1,40,2
36962141,5587349,5,80,1
36962156,5587382,5,80,1
37039008,10974998,1,40,1
37039045,10974838,1,40,1
37041510,10967542,11,60,1
37043039,10958733,1,60,1
37043184,10958683,1,60,1
37043197,10927687,1,60,1
37043248,10981023,1,40,1
37043259,10980859,1,40,1
37044107,10925109,1,60,1
37045236,10953068,1,60,1
37045587,10950788,1,60,1
37045947,10984928,1,40,1
37045998,10984817,1,40,1
37047384,10931422,11,60,1
37049815,10934297,1,60,1
37050335,10935237,11,60,1
37050458,10924211,11,40,1
37050579,10935580,11,60,1
37050665,10941420,11,60,1
37050973,10894966,1,40,1
37051005,10944207,11,60,1
37051131,10943825,11,60,1
37051134,10876886,1,60,1
37051671,10987092,11,60,1
37051735,10877224,1,60,1
37051762,10951149,1,60,1
37051869,10951125,1,60,1
37052451,10986794,11,60,1
37052475,10994056,1,40,1
37052486,10993851,1,40,1
37052872,10931553,1,60,1
37052931,10980404,1,60,1
37052953,10983932,3,0,1
37053418,10964497,1,60,1
37053452,10955394,11,60,1
37053626,10977985,1,60,1
37053687,10970729,11,60,1
37053714,10964112,1,60,1
37054015,10970616,11,60,1
37054154,10918506,3,0,1
37054388,10903315,11,60,1
37054852,10902849,11,60,1
37057313,10918724,3,0,1
37058668,10931874,11,60,1
37060918,10982402,1,60,1
37060938,10952002,1,60,1
37061505,10918559,1,40,1
37061573,10952041,1,60,1
37062059,10933605,11,60,1
37062082,10981675,1,60,1
37062119,10918624,1,40,1
37062944,10929583,1,40,1
37063641,10910482,11,60,1
37064135,10948007,1,60,1
37064851,10949039,1,60,1
37065226,10898537,1,40,1
37065232,10898848,1,40,1
37065390,10929030,1,40,1
37066369,10950996,11,60,1
37066443,10910399,11,60,1
37066892,10942003,11,60,1
37067040,10911343,3,0,1
37067091,10942340,11,60,1
37067209,10911456,3,0,1
37068711,10904213,1,40,1
37069208,10918707,3,0,1
37071173,10927153,3,0,1
37071272,10893101,1,40,1
37071299,10893180,1,40,1
37071677,11003358,1,60,1
37072999,10976373,1,60,1
37073300,10976357,1,60,1
37073307,10909646,3,0,1
37073439,10929878,1,60,1
37073600,10929867,1,60,1
37074648,10918604,11,60,1
37075100,10890878,1,60,1
37076108,10937154,1,60,1
37076361,10903475,11,60,1
37076400,10937589,1,60,1
37079201,10940952,1,40,1
37079295,10941013,1,40,1
37081076,10928583,1,60,1
37081109,10923404,11,60,1
37081980,10931195,1,60,1
37086500,10917118,1,60,1
37086653,10917127,1,60,1
37090294,10912033,1,60,1
37092759,10902464,1,40,1
37095146,10901007,1,40,1
37096269,10896631,1,40,1
37096770,10897591,1,40,1
37109427,10905525,17,90,1
37109491,10905656,17,90,1
37158090,11111277,1,60,2
37234817,10958120,17,40,2
37237110,5381724,5,80,2
37268859,11264464,17,90,1
37269203,11264922,17,90,1
37269798,11264759,17,90,1
37273416,8359743,17,40,1
37273593,8359977,17,40,1
37318128,5235323,17,40,2
37318163,5235339,17,40,1
37327989,5196803,1,50,1
37327990,5196726,1,50,1
37332930,5078676,17,40,2
37333501,5209548,3,0,1
37336300,5205031,1,50,1
37336400,5205010,1,50,1
37338470,5201633,1,50,1
37340376,5198069,1,50,1
37342559,5191889,3,0,1
37346806,5172762,1,50,1
37346844,5172886,1,50,1
37347021,5203139,1,50,1
37458112,4862971,1,60,2
37526663,11523495,17,90,2
37545802,11579355,17,90,1
37545853,11579360,17,90,1
37586974,11754211,17,90,1
37587028,11754219,17,90,1
37650005,4620417,1,60,2
37722487,4579345,1,60,2
37731627,4575819,17,40,1
37731651,4575843,17,40,1
37764950,11481700,17,90,0
37793471,4563544,17,40,1
37793538,4563475,17,40,1
37793596,6763001,17,40,2
37799360,4529864,1,60,2
37800216,4501497,1,60,2
37847452,4414624,1,60,1
37860177,4395126,1,60,1
37862760,4394797,1,60,1
37907856,12359527,17,90,1
37907898,12359524,17,90,1
37924864,4374835,1,60,1
37926543,4374308,1,60,1
37966824,4350118,1,60,1
37968927,4347957,1,60,1
37993898,9370990,1,40,2
37997768,4915837,17,40,1
37998128,4915931,17,40,1
38054860,4268055,1,60,1
38056059,4267491,1,60,1
38136796,5149520,1,60,1
38143614,5149151,1,60,1
38188621,4199097,1,60,1
38188981,4199305,1,60,1
38195305,12775386,17,80,1
38195439,12775334,17,80,1
38227380,4207899,1,60,1
38229126,4184473,1,60,1
38229504,4184544,1,60,1
38234232,4160634,1,60,1
38234964,4160477,1,60,1
38241134,4121806,1,60,0
38242467,4140886,1,60,1
38243089,4139907,1,60,1
38246364,12817802,12,0,1
38248040,4131884,1,60,1
38251375,12821768,12,0,1
38251493,12821616,12,0,1
38253214,4128495,1,60,1
38255514,7988635,17,40,2
38267529,4136240,1,60,1
38267966,4136309,1,60,1
38303082,4031794,1,60,0
38303311,12871932,17,60,1
38303364,12871859,17,60,1
38304595,12703117,1,40,1
38304648,12703175,1,40,1
38305366,12873769,1,60,1
38305624,12873876,1,60,1
38308076,4031008,1,60,1
38309058,4030542,1,60,1
38311041,12621436,18,0,1
38345397,12931905,1,60,0
38349171,12920611,1,80,1
38349195,12921008,1,80,1
38351353,12913649,11,60,1
38351379,12913539,11,60,1
38357204,12929758,1,60,1
38357804,12932764,1,60,1
38357982,12921733,1,80,1
38358840,12921171,1,80,1
38360882,12922260,1,80,1
38361361,3966893,1,60,0
38362345,12855265,1,60,1
38362390,12855247,1,60,1
38365880,12944588,11,60,1
38365928,12944470,11,60,1
38367428,12923468,11,80,1
38369483,3958984,1,60,1
38372414,12100953,17,90,2
38376435,3955333,17,40,1
38376515,3955646,17,40,1
38379815,12953479,11,70,1
38380970,12926025,1,80,1
38381949,12685652,18,0,2
38384407,12946910,1,70,1
38385501,12936988,1,70,1
38385866,12942968,1,70,1
38387289,12955870,11,70,1
38387534,12928469,1,80,1
38387883,3921404,5,60,0
38388531,12694550,17,40,1
38388579,12694537,17,40,1
38388600,12956613,1,70,1
38388923,3935040,1,60,1
38388999,3934676,1,60,1
38391734,12957328,1,70,1
38391973,12699538,18,0,1
38392002,12699523,18,0,1
38392978,12701260,18,0,1
38393008,12701226,18,0,1
38393028,12932918,1,80,1
38393728,12934386,1,80,1
38394966,12718526,12,0,2
38395328,3852222,1,60,1
38397648,3845733,1,60,1
38400007,12962417,5,70,1
38400153,12962124,1,70,1
38400895,12937615,1,80,1
38404657,12902403,1,40,1
38404727,12902373,5,40,1
38404745,12793215,17,90,1
38404860,12793239,17,90,1
38405932,12774081,18,0,1
38405959,12774060,18,0,1
38406630,12775023,18,0,1
38407588,12955690,1,70,2
38408203,12938729,11,80,1
38408449,12938059,11,80,1
38409886,12779380,18,0,1
38409910,12779354,18,0,1
38410631,12780403,18,0,1
38410657,12780369,18,0,1
38412815,12970997,1,70,1
38412928,12783005,18,0,1
38412931,12972289,1,70,1
38413361,3896602,17,40,1
38413409,3896725,17,40,1
38413880,12946088,11,70,2
38420958,12975979,11,70,1
38425642,12934209,11,60,1
38426995,12952428,1,80,1
38428896,12956119,1,80,1
38430487,12928979,11,60,1
38430597,12928957,11,60,1
38431286,12751077,12,0,1
38431761,12751331,12,0,1
38432396,3893991,5,80,1
38432627,3894017,5,80,1
38435539,12988162,1,70,1
38436519,12927131,1,40,1
38436735,12964566,1,80,1
38437002,12926501,1,40,1
38437557,12990382,1,70,1
38440517,12994016,11,70,1
38440539,12993898,11,70,1
38443566,12882448,17,60,2
38443625,12981756,11,50,1
38444595,12907884,1,50,0
38445910,4166973,1,60,1
38446548,12908073,5,50,0
38446812,4167248,1,60,1
38447856,12972938,1,80,1
38449925,13001020,11,70,1
38450185,12911563,1,40,1
38450300,12911623,1,40,1
38450688,12723790,5,60,0
38450976,12994367,1,70,1
38451666,12986106,1,70,1
38452064,12862932,1,40,2
38452860,12974992,1,60,1
38452921,13002760,1,40,0
38453218,12975349,1,80,1
38454231,12957560,11,50,1
38454349,12957567,11,50,1
38455142,12967110,1,80,0
38455195,12712804,5,60,0
38455970,3736723,1,60,1
38456848,12954162,1,50,1
38456890,12954235,1,50,1
38459015,12962154,1,80,0
38460976,12975744,11,70,1
38461269,12915012,5,80,1
38461448,3748096,1,60,1
38461494,12915465,5,80,1
38462500,3747860,1,60,1
38462799,3876648,1,60,1
38463247,3875980,1,60,1
38464057,13008462,11,60,1
38464169,12958996,1,80,1
38464222,12997177,11,70,1
38464534,4351546,1,60,2
38465924,3826571,5,60,1
38467779,12960330,11,50,1
38468038,13011279,1,60,1
38468061,12955411,1,80,1
38468435,12843645,1,60,0
38468617,12988232,11,70,1
38468627,12988387,11,70,1
38469180,3788475,5,60,1
38469264,12996212,11,70,1
38469535,3745494,11,60,1
38469819,3745503,11,60,1
38470069,12943730,11,60,1
38470720,12977848,11,70,1
38470771,12944465,11,60,1
38471168,12961834,11,50,1
38471287,12996205,11,70,1
38471293,13013488,11,70,1
38473713,12848980,1,60,0
38474899,3851696,1,60,1
38474921,3743755,1,60,1
38474997,3743834,1,60,1
38476060,4338077,17,40,1
38476100,4338109,17,40,1
38476136,12901026,1,60,1
38476213,12901002,1,60,1
38476544,3849035,1,60,1
38476682,12958193,11,60,1
38476728,12958088,11,60,1
38476949,12903702,3,0,1
38477004,12903605,3,0,1
38478010,3742860,11,60,1
38478264,12860081,1,60,1
38478452,12976248,1,70,1
38478482,12861439,11,60,1
38478739,12997105,11,70,1
38478902,12878313,1,60,1
38479004,12977524,1,70,1
38479298,3802774,1,60,1
38479373,3812735,1,60,1
38479424,3812486,11,60,1
38479435,3812684,11,60,1
38479472,3802164,1,60,1
38479877,3795884,11,60,1
38479883,12967120,1,60,1
38480025,3840722,5,60,1
38480038,3795551,11,60,1
38480169,12914155,11,60,1
38480308,12895612,1,60,1
38480451,3789588,11,60,1
38480538,12918310,1,60,1
38480599,3789310,11,60,1
38480664,3787040,11,60,1
38480848,3842010,5,60,1
38480898,3786827,11,60,1
38480998,3748617,1,60,1
38481130,3749107,1,60,1
38481194,3822374,11,60,1
38481288,3779364,5,60,1
38481312,3822253,11,60,1
38481417,3779372,5,60,1
38481562,4331687,1,60,2
38481824,3771632,11,60,1
38481976,3815804,1,60,1
38482243,3771351,11,60,1
38482382,3832003,1,60,1
38482388,3830610,1,60,1
38482619,3766363,1,60,1
38482779,3737082,11,60,1
38482885,3736866,11,60,1
38482891,12888337,1,60,1
38482947,3737139,11,60,1
38483002,12888336,1,60,1
38483042,3758718,1,60,1
38483067,12884819,1,60,1
38483139,3737001,11,60,1
38483466,3755889,11,60,1
38483514,12887440,11,60,1
38483640,12887369,11,60,1
38484784,13013071,1,50,1
38484825,12925286,11,60,1
38485161,12991239,1,40,0
38486331,13012563,11,60,1
38487202,4120243,1,60,1
38487503,3739888,11,60,1
38487674,3739740,11,60,1
38488103,3744151,11,60,1
38488444,12931120,1,60,1
38488496,3757756,3,0,1
38488736,4116941,1,60,1
38489209,3726326,11,60,1
38490037,3749374,3,0,1
38490059,3749019,11,60,1
38490134,13012007,11,60,1
38490283,3749227,3,0,1
38491264,3731040,11,60,1
38491755,3746915,1,60,1
38492140,3759262,1,60,1
38492285,13001511,11,70,1
38492378,3734854,11,60,1
38492510,3734696,11,60,1
38492532,3734990,11,60,1
38492682,3734827,11,60,1
38492997,3761104,1,60,1
38493347,3737834,11,60,1
38493476,3737688,11,60,1
38493617,3737811,11,60,1
38494048,3810369,1,60,1
38494120,3832783,11,60,0
38494377,3842621,1,60,0
38494551,3810753,1,60,1
38494759,3741917,11,60,1
38495125,3822570,1,60,0
38495183,3727254,11,60,1
38495231,12981654,1,70,1
38495493,3727505,11,60,1
38495615,3727346,11,60,1
38495643,3821254,1,60,1
38495750,3821218,1,60,1
38495765,3725946,1,40,1
38496479,12995517,11,70,1
38496514,3747160,11,60,1
38496654,3747254,11,60,1
38496830,3748395,11,60,1
38496972,3767632,11,60,1
38497177,3767743,11,60,1
38498223,3736247,11,60,1
38498344,3736093,11,60,1
38498364,3736374,11,60,1
38498504,3736224,11,60,1
38498565,3871555,5,80,1
38498678,13007750,11,70,1
38498694,3871314,5,80,1
38499393,12957086,11,50,1
38499458,3740206,11,60,1
38499542,12955651,11,50,1
38499554,12952579,11,50,1
38499612,12952676,11,50,1
38499707,3752018,1,60,1
38499835,3797063,11,60,1
38499849,3797298,11,60,1
38500122,3797268,11,60,1
38500919,12950865,11,60,1
38501318,12950882,11,60,1
38501403,3745628,11,60,1
38501547,3745721,11,60,1
38502374,12991244,11,70,1
38502413,3783341,1,60,1
